X1 ,X2,X3,Y
472,152,299,21451456
79,765,771,46595385
32,935,259,7749280
993,23,757,17289123
598,66,336,13261248
184,207,166,6322608
815,973,109,86436455
732,33,301,7270956
934,439,191,78314966
889,886,795,626184930
211,358,914,69041732
791,737,569,331708223
187,407,316,24050444
718,992,413,294161728
31,201,279,1738449
934,36,606,20376144
789,799,363,228839193
665,637,506,214344130
189,212,794,31813992
357,854,539,164329242
351,784,226,62191584
678,857,822,477619812
193,737,552,78517032
465,109,687,34820595
2,932,787,1466968
620,646,314,125763280
214,981,46,9656964
454,163,561,41515122
468,246,533,61363224
933,903,852,717809148
360,786,331,93659760
750,301,479,108134250
793,108,556,47618064
807,254,631,129341118
763,421,185,59426255
105,185,974,18919950
228,423,134,12923496
527,15,586,4632330
629,731,687,315881913
265,596,331,52278140
808,570,330,151984800
355,881,977,305561635
156,345,33,1776060
120,556,893,59580960
898,954,963,824994396
152,554,458,38567264
392,319,445,55646360
263,54,38,539676
240,423,45,4568400
626,614,729,280201356
658,629,460,190385720
329,402,484,64012872
45,510,398,9134100
924,40,519,19182240
811,59,361,17273489
702,576,605,244632960
403,182,788,57796648
204,252,163,8379504
382,457,806,140706644
802,356,541,154461992
105,173,722,13115130
837,507,617,261829503
925,450,548,228105000
816,344,580,162808320
53,204,824,8909088
270,419,731,82698030
936,637,534,318387888
355,21,963,7179165
271,837,899,203917473
622,198,649,79928244
152,973,775,114619400
766,834,560,357752640
958,944,76,68730752
566,225,756,96276600
516,645,154,51254280
242,263,5,318230
515,231,815,96956475
992,339,839,282145632
717,570,690,281996100
315,638,710,142688700
880,901,345,273543600
61,542,354,11703948
303,184,851,47444952
491,260,836,106723760
823,197,791,128245621
715,862,538,331585540
762,64,335,16337280
812,357,937,271621308
389,491,113,21582887
947,224,898,190490944
891,12,556,5944752
254,378,50,4800600
345,509,974,171039270
963,51,457,22444641
468,514,292,70241184
690,372,493,126543240
686,241,980,162019480
499,102,88,4479024
550,113,805,50030750
937,688,135,87028560
886,912,38,30705216
986,476,706,331351216
695,479,593,197412665
123,3,23,8487
175,47,432,3553200
791,634,443,222161842
997,757,480,362269920
854,484,951,393082536
873,449,409,160318593
749,827,337,208745551
592,437,850,219898400
555,815,530,239732250
296,610,421,76015760
831,114,507,48030138
950,962,938,857238200
868,578,665,333633160
886,746,929,614028124
348,140,361,17587920
971,359,294,102485166
911,194,254,44890436
182,240,31,1354080
469,212,502,49912856
932,786,701,513518952
142,169,772,18526456
496,73,139,5032912
885,911,664,535340040
323,565,763,139243685
595,463,877,241600345
466,660,796,244817760
843,325,300,82192500
676,51,468,16134768
965,969,372,347851620
820,813,713,475328580
100,16,785,1256000
669,79,556,29385156
48,754,305,11038560
304,947,9,2590992
379,90,695,23706450
489,717,330,115702290
997,801,426,340202322
787,324,810,206540280
963,964,486,451169352
612,813,459,228378204
592,640,190,71987200
409,70,659,18867170
540,665,949,340785900
266,700,547,101851400
200,211,960,40512000
137,776,711,75587832
655,791,700,362673500
476,92,554,24260768
839,448,271,101861312
542,489,623,165118674
820,345,16,4526400
370,749,654,181243020
126,512,821,52964352
707,433,265,81124715
464,941,362,158057888
556,395,894,196340280
680,783,840,447249600
171,872,343,51145416
311,677,859,180859873
843,364,319,97885788
680,959,268,174768160
398,140,998,55608560
984,257,473,119616024
169,321,453,24574797
320,83,197,5232320
383,629,903,217539021
442,94,486,20192328
233,914,403,85823686
810,91,999,73636290
509,392,124,24741472
385,401,817,126132545
632,69,398,17355984
549,249,649,88718949
480,780,233,87235200
889,212,217,40897556
274,605,100,16577000
407,13,860,4550260
361,533,45,8658585
268,302,867,70171512
981,732,11,7899012
26,281,837,6115122
906,737,442,295133124
716,398,121,34481128
559,225,446,56095650
859,586,224,112755776
498,597,876,260440056
289,506,174,25444716
923,931,63,54136719
467,814,813,309052194
553,55,676,20560540
44,244,803,8621008
844,390,785,258390600
745,239,653,116269915
665,412,670,183566600
768,867,165,109866240
60,753,926,41836680
931,312,248,72037056
133,781,819,85071987
570,414,642,151499160
459,354,429,69706494
705,476,558,187253640
339,376,940,119816160
785,43,295,9957725
232,140,962,31245760
94,423,545,21670290
329,896,111,32721024
777,209,390,63333270
78,978,69,5263596
672,178,523,62559168
781,149,724,84251156
597,536,632,202234944
439,727,316,100852348
229,823,270,50886090
441,313,129,17806257
842,62,986,51473144
80,183,89,1302960
339,752,598,152446944
430,42,651,11757060
939,630,740,437761800
536,410,534,117351840
824,717,407,240458856
103,516,411,21843828
70,521,967,35266490
966,459,742,328998348
91,29,915,2414685
900,942,377,319620600
958,216,342,70769376
588,560,366,120516480
828,412,427,145665072
429,455,547,106771665
56,758,805,34170640
992,151,900,134812800
385,127,28,1369060
703,821,546,315130998
923,392,620,224325920
714,104,137,10173072
431,232,861,86093112
863,396,757,258703236
332,874,887,257379016
992,731,839,608402528
47,940,435,19218300
535,615,360,118449000
934,632,707,417333616
397,854,189,64078182
701,113,684,54181692
464,190,365,32178400
478,547,987,258066942
342,164,483,27090504
883,853,25,18829975
30,357,807,8642970
863,883,512,390158848
43,868,223,8323252
93,14,90,117180
544,612,449,149484672
325,103,150,5021250
184,396,950,69220800
714,442,710,224067480
526,11,889,5143754
144,437,740,46566720
402,532,833,178148712
393,973,636,243199404
128,904,974,112703488
235,970,671,152954450
266,658,876,153324528
807,569,877,402703491
885,1,388,343380
259,376,98,9543632
344,206,345,24448080
317,138,374,16361004
44,541,690,16424760
154,580,684,61094880
897,807,735,532051065
274,683,643,120332306
360,621,365,81599400
372,328,674,82238784
510,321,701,114760710
391,306,891,106604586
269,184,407,20144872
662,955,334,211158140
147,1,601,88347
661,412,409,111383788
473,908,47,20185748
935,700,422,276199000
121,499,357,21555303
894,916,43,35212872
859,162,261,36320238
332,797,732,193690128
691,728,81,40746888
48,855,785,32216400
942,160,37,5576640
184,940,69,11934240
46,670,724,22313680
864,42,237,8600256
150,74,909,10089900
359,526,334,63070556
629,186,503,58847982
460,203,137,12793060
301,308,289,26792612
940,123,930,107526600
864,177,298,45572544
7,859,174,1046262
651,944,313,192352272
614,611,607,227718478
563,712,601,240914456
855,526,770,346292100
224,853,284,54264448
113,466,501,26381658
862,861,30,22265460
821,959,60,47240340
46,46,174,368184
648,553,601,215364744
47,916,343,14766836
795,669,571,303689205
506,34,416,7156864
622,309,67,12877266
977,585,779,445233555
986,621,369,225940914
378,910,398,136904040
439,974,847,362165342
881,846,369,275025294
150,689,373,38549550
79,386,344,10489936
546,93,620,31482360
364,124,945,42653520
235,895,563,118412975
94,321,465,14030910
412,541,16,3566272
58,957,955,53008230
417,259,102,11016306
414,364,146,22001616
634,314,938,186733288
738,485,681,243750330
529,794,345,144908970
525,114,982,58772700
653,300,600,117540000
530,309,236,38649720
391,33,584,7535352
26,120,128,399360
368,579,266,56677152
244,303,847,62620404
468,287,763,102483108
741,911,637,430007487
696,391,23,6259128
817,440,766,275361680
24,505,264,3199680
202,596,589,70910888
302,407,571,70183894
553,156,102,8799336
85,229,317,6170405
255,986,22,5531460
413,574,700,165943400
207,974,821,165528378
663,301,662,132110706
610,801,817,399194370
429,526,738,166532652
888,307,964,262801824
259,163,773,32633741
785,922,152,110013040
980,779,378,288572760
94,771,215,15581910
211,24,507,2567448
858,686,454,267218952
626,854,877,468847708
275,715,784,154154000
108,33,931,3318084
233,554,559,72156838
183,732,79,10582524
90,935,350,29452500
651,18,395,4628610
867,884,471,360987588
23,94,504,1089648
81,435,903,31817205
770,420,602,194686800
533,632,708,238494048
860,605,445,231533500
888,663,649,382094856
306,686,26,5457816
509,708,242,87210024
426,679,176,50908704
347,491,49,8348473
158,902,671,95628236
344,89,400,12246400
100,617,243,14993100
634,468,422,125212464
655,915,197,118067025
864,158,169,23070528
31,878,272,7403296
897,624,977,546854256
20,806,420,6770400
580,56,874,28387520
466,561,706,184566756
785,470,494,182261300
699,859,385,231169785
902,727,377,247219258
626,692,371,160714232
431,435,248,46496280
16,758,439,5324192
971,111,810,87302610
757,717,675,366369075
841,325,49,13392925
587,168,343,33825288
728,313,240,54687360
596,979,532,310413488
737,188,560,77591360
119,506,68,4094552
265,775,896,184016000
182,786,850,121594200
917,323,221,65458211
58,222,700,9013200
484,833,667,268915724
870,521,335,151845450
592,71,960,40350720
915,227,954,198150570
998,685,863,589972690
515,230,795,94167750
284,51,96,1390464
703,566,955,379992590
802,264,107,22654896
752,776,405,236338560
228,596,653,88734864
877,467,977,400139143
269,149,453,18156693
95,387,10,367650
349,39,769,10466859
879,259,874,198975714
23,99,445,1013265
621,245,739,112435155
519,106,288,15844032
819,983,194,156184938
889,731,146,94879414
66,95,309,1937430
918,863,206,163200204
662,66,795,34735140
120,252,847,25613280
122,510,37,2302140
580,938,831,452097240
879,310,861,234613890
57,401,177,4045689
347,683,874,207138874
418,733,845,258902930
910,263,352,84244160
17,514,447,3905886
555,162,903,81188730
316,255,431,34729980
234,15,155,544050
738,258,414,78827256
446,151,818,55089028
208,978,144,29293056
791,167,36,4755492
168,699,694,81497808
819,498,209,85243158
897,755,637,431398695
663,394,341,89076702
719,264,957,181653912
609,390,207,49164570
520,704,388,142039040
693,104,921,66378312
358,309,492,54426024
603,51,766,23556798
383,66,959,24241602
966,444,778,333687312
982,775,20,15221000
481,248,974,116186512
920,941,615,532417800
572,389,382,84998056
556,367,718,146509336
263,97,974,24847714
890,200,974,173372000
798,895,707,504946470
292,995,109,31668860
77,962,182,13481468
628,635,376,149941280
957,514,798,392534604
162,230,28,1043280
388,342,45,5971320
463,174,693,55829466
557,222,195,24112530
874,813,143,101610366
579,973,874,492382758
288,588,506,85688064
473,65,480,14757600
596,118,5,351640
933,801,507,378897831
217,643,552,77021112
288,959,851,235039392
333,167,860,47825460
371,263,725,70740425
634,655,264,109631280
812,709,255,146805540
363,735,305,81375525
424,983,698,290920816
408,35,788,11252640
50,395,84,1659000
907,494,349,156372242
223,601,317,42485291
66,665,440,19311600
48,182,970,8473920
340,781,98,26022920
155,29,895,4023025
322,670,406,87590440
301,663,8,1596504
170,791,86,11564420
118,112,558,7374528
547,798,59,25753854
872,533,802,372750352
434,88,368,14054656
771,544,108,45297792
366,804,11,3236904
481,948,199,90741612
54,526,775,22013100
528,169,513,45776016
253,968,664,162616256
160,846,981,132788160
112,987,397,43885968
189,991,475,88967025
574,386,629,139363756
641,911,747,436211397
689,908,719,449815028
612,378,262,60610032
988,422,896,373574656
593,363,754,162305286
286,262,352,26376064
887,130,59,6803290
224,346,983,76186432
815,736,155,92975200
41,431,304,5371984
119,549,413,26981703
757,532,68,27385232
746,315,803,188696970
693,505,976,341565840
144,852,578,70913664
674,756,323,164582712
686,79,908,49208152
396,504,466,93006144
819,798,885,578402370
773,277,240,51389040
330,910,892,267867600
704,61,253,10864832
125,782,858,83869500
576,998,396,227639808
134,597,179,14319642
7,440,294,905520
714,614,743,325728228
888,817,70,50784720
496,239,777,92108688
623,410,450,114943500
268,827,878,194596408
652,149,659,64020532
638,214,880,120148160
225,134,934,28160100
673,881,63,37353519
247,246,563,34209006
833,674,957,537299994
250,712,232,41296000
141,986,374,51995724
393,573,766,172494774
75,531,47,1871775
448,337,484,73072384
97,34,15,49470
818,526,244,104985392
780,757,128,75578880
42,886,439,16336068
353,674,684,162738648
928,561,390,203037120
336,463,334,51959712
780,316,453,111655440
632,196,872,108016384
854,433,325,120179150
780,909,717,508367340
832,685,794,452516480
944,732,885,611542080
765,529,546,220958010
335,392,282,37032240
799,99,235,18588735
37,550,405,8241750
743,224,457,76059424
550,868,488,232971200
459,738,133,45052686
66,943,97,6037086
499,552,932,256717536
45,130,866,5066100
989,60,30,1780200
582,655,165,62899650
815,602,314,154057820
512,37,654,12389376
870,173,543,81726930
624,211,383,50427312
5,665,100,332500
167,379,899,56900407
711,910,400,258804000
770,218,635,106591100
490,960,274,128889600
112,127,7,99568
605,392,56,13280960
999,866,362,313178508
754,187,105,14804790
81,327,483,12793221
772,417,837,269450388
451,594,598,160200612
797,722,284,163423256
400,395,746,117868000
958,687,160,105303360
957,676,836,540835152
373,915,381,130033395
544,42,865,19763520
428,526,81,18235368
47,891,974,40788198
199,600,498,59461200
571,558,408,129996144
590,178,524,55030480
315,979,375,115644375
626,885,628,347918280
122,260,660,20935200
177,660,844,98596080
625,458,74,21182500
203,59,152,1820504
738,184,484,65723328
893,445,393,156172305
919,8,82,602864
305,705,358,76978950
28,303,996,8450064
611,584,728,259767872
759,959,88,64053528
430,917,304,119870240
395,461,541,98513395
380,579,986,216939720
538,957,166,85467756
678,553,927,347563818
588,600,622,219441600
796,573,497,226685676
523,361,56,10572968
164,168,800,22041600
68,229,604,9405488
890,959,712,607699120
972,582,676,382415904
759,622,575,271456350
645,459,85,25164675
980,39,871,33289620
937,780,356,260186160
609,584,223,79311288
83,342,953,27051858
674,914,544,335123584
510,342,526,91744920
355,756,175,46966500
135,274,669,24746310
830,769,7,4467890
21,536,934,10513104
360,895,152,48974400
42,418,386,6776616
147,332,652,31820208
485,409,526,104339990
642,795,616,314400240
929,266,562,138878068
913,105,24,2300760
948,246,856,199626048
148,863,398,50834152
797,228,9,1635444
658,336,437,96615456
317,691,891,195170877
857,865,973,721289765
165,18,840,2494800
675,888,641,384215400
532,695,610,225541400
755,107,270,21811950
867,764,987,653776956
386,186,236,16943856
758,601,238,108422804
330,651,678,145654740
463,975,257,116016225
260,78,238,4826640
367,867,805,256142145
449,956,672,288451968
530,185,307,30101350
112,398,64,2852864
119,863,888,91194936
593,61,888,32121624
575,787,60,27151500
559,93,961,49959507
637,718,147,67232802
855,820,122,85534200
104,665,713,49311080
557,85,984,46587480
527,204,848,91166784
979,969,436,413611836
610,800,727,354776000
798,41,354,11582172
900,430,968,374616000
437,869,192,72912576
681,411,551,154219941
273,897,664,162600984
587,224,231,30373728
181,876,736,116697216
666,466,581,180316836
660,242,896,143109120
978,812,822,652779792
13,496,729,4700592
454,814,318,117518808
200,525,591,62055000
931,161,947,141946777
946,83,248,19472464
183,422,326,25175676
958,79,308,23310056
583,537,206,64492626
474,166,932,73333488
257,10,36,92520
784,151,612,72451008
400,336,608,81715200
239,612,581,84981708
883,71,62,3886966
507,513,90,23408190
721,714,883,454563102
312,422,413,54377232
964,860,442,366435680
134,664,466,41462816
718,29,208,4330976
349,437,5,762565
97,747,35,2536065
406,898,842,306983096
772,961,678,503002776
554,615,23,7836330
599,712,36,15353568
689,624,844,362865984
509,113,583,33532411
357,672,166,39824064
950,406,643,248005100
189,136,572,14702688
136,922,860,107837120
792,525,342,142203600
410,288,681,80412480
676,125,230,19435000
755,96,696,50446080
342,280,712,68181120
926,169,395,61815130
806,445,642,230266140
493,824,776,315236032
628,579,588,213803856
94,252,216,5116608
366,620,326,73975920
170,464,287,22638560
122,768,557,52188672
607,390,661,156478530
314,64,919,18468224
472,535,386,97472720
741,288,419,89417952
771,841,221,143298831
837,309,145,37501785
390,75,868,25389000
688,234,879,141511968
500,651,412,134106000
788,109,904,77646368
513,763,477,186706863
142,43,709,4329154
419,287,595,71550535
557,769,713,305401429
810,315,329,83944350
520,822,519,221841360
849,798,259,175473018
13,367,746,3559166
112,325,517,18818800
931,780,53,38487540
971,13,157,1981811
818,375,228,69939000
328,978,596,191187264
534,333,556,98869032
436,806,775,272347400
976,6,425,2488800
695,682,967,458348330
442,34,802,12052456
686,21,129,1858374
532,676,153,55023696
65,725,60,2827500
255,123,753,23617845
443,159,958,67478646
753,357,737,198121077
931,234,346,75377484
229,993,49,11142453
595,731,226,98297570
845,119,326,32780930
1000,73,355,25915000
328,644,163,34430816
978,962,279,262493244
573,540,641,198338220
449,247,847,93934841
245,480,146,17169600
845,299,642,162204510
519,432,278,62329824
924,261,808,194860512
826,629,636,330436344
527,639,67,22562451
899,306,996,273993624
437,289,473,59736589
600,625,924,346500000
305,397,259,31361015
710,791,165,92665650
486,590,641,183800340
947,411,86,33472662
354,698,918,226830456
538,687,317,117165102
858,91,622,48564516
239,374,910,81341260
934,972,191,173398968
425,547,343,79738925
774,432,976,326343168
442,275,595,72322250
746,92,801,54974232
4,529,495,1047420
250,831,400,83100000
952,993,509,481176024
988,878,257,222938248
407,920,131,49051640
291,971,350,98896350
24,631,120,1817280
725,745,594,320834250
679,84,191,10893876
871,853,803,596599289
897,726,636,414177192
483,583,271,76310619
292,184,779,41854112
90,536,574,27689760
512,551,341,96200192
465,539,318,79701930
662,885,162,94910940
879,521,539,246839901
487,899,617,270130621
987,557,980,538763820
19,490,441,4105710
664,441,740,216689760
476,321,937,143169852
936,874,116,94895424
152,407,30,1855920
312,240,760,56908800
656,617,898,363467296
33,878,783,22686642
250,202,629,31764500
559,311,667,115957283
470,96,282,12723840
753,51,199,7642197
861,398,801,274485078
694,460,768,245176320
221,811,632,113273992
465,913,900,382090500
407,422,957,164368578
136,62,413,3482416
39,329,402,5158062
167,743,64,7941184
374,761,646,183860644
607,502,885,269671890
170,605,28,2879800
960,706,205,138940800
890,961,37,31645730
759,383,44,12790668
671,78,961,50296818
656,402,408,107594496
283,922,42,10958892
13,830,576,6215040
429,231,745,73828755
431,967,306,127533762
137,676,211,19541132
595,482,487,139666730
416,384,738,117891072
290,969,629,176755290
390,113,997,43937790
753,562,662,280149132
278,425,502,59311300
201,970,244,47572680
720,707,507,258083280
207,469,725,70385175
102,945,92,8867880
689,329,37,8387197
842,839,700,494506600
528,290,619,94781280
775,278,268,57740600
976,288,300,84326400
495,570,781,220359150
532,55,40,1170400
143,957,203,27780753
270,799,883,190489590
428,530,676,153343840
673,638,631,270934994
915,310,727,206213550
63,758,290,13848660
17,725,463,5706475
312,67,935,19545240
62,143,322,2854852
40,628,462,11605440
983,121,959,114066337
630,438,377,104029380
518,728,708,266989632
131,330,945,40852350
713,67,319,15238949
140,532,664,49454720
881,867,341,260465007
149,645,783,75250215
779,767,376,224657368
127,383,136,6615176
15,547,174,1427670
380,82,939,29259240
11,989,873,9497367
402,280,104,11706240
476,723,286,98426328
712,993,459,324520344
798,486,926,359128728
785,472,456,168957120
277,203,275,15463525
587,901,276,145972812
774,362,594,166431672
941,429,769,310436841
678,324,678,148937616
829,311,545,140511355
520,210,413,45099600
40,413,795,13133400
450,26,938,10974600
259,879,219,49857759
868,278,284,68530336
412,335,627,86538540
780,534,543,226170360
64,431,102,2813568
552,721,570,226855440
738,607,300,134389800
224,937,136,28544768
117,636,126,9375912
186,847,470,74044740
811,403,759,248066247
219,844,807,149162652
830,804,623,415740360
817,578,408,192668208
848,154,532,69474944
368,706,196,50922368
755,797,371,223243685
899,140,903,113651580
27,20,638,344520
831,941,73,57083883
545,490,458,122308900
563,883,618,307225722
664,614,327,133316592
456,685,93,29049480
552,640,126,44513280
136,512,983,68448256
366,574,91,19117644
619,80,257,12726640
732,679,519,257957532
840,52,696,30401280
842,537,485,219294690
189,758,592,84811104
764,953,217,157995964
556,334,508,94337632
279,254,754,53432964
591,908,683,366516924
636,509,159,51472116
249,217,313,16912329
640,560,194,69529600
254,4,300,304800
303,526,909,144874602
160,921,154,22693440
393,217,702,59867262
524,150,957,75220200
965,128,758,93628160
936,822,218,167727456
84,423,665,23628780
914,454,311,129051316
304,448,127,17296384
51,108,23,126684
329,806,76,20153224
500,451,167,37658500
97,451,200,8749400
426,103,239,10486842
340,438,182,27103440
40,729,532,15513120
64,105,423,2842560
220,902,720,142876800
699,991,941,651839169
917,942,333,287650062
528,376,313,62139264
822,795,714,466591860
774,315,169,41203890
927,405,91,34164585
308,279,558,47950056
236,991,976,228262976
10,555,831,4612050
767,298,493,112683038
740,790,79,46183400
89,677,525,31632825
17,742,802,10116428
83,683,669,37924941
939,45,972,41071860
918,737,518,350461188
754,466,600,210818400
558,561,601,188135838
669,365,391,95476335
916,864,901,713073024
553,414,223,51054066
868,199,143,24700676
855,389,183,60864885
411,628,278,71754024
427,377,970,156149630
647,64,132,5465856
189,972,607,111510756
422,236,945,94114440
561,160,183,16426080
633,788,343,171089772
10,709,856,6069040
450,122,712,39088800
25,924,563,13005300
345,762,819,215306910
628,659,557,230515564
303,426,567,73187226
23,84,865,1671180
796,193,516,79272048
288,305,476,41811840
996,287,791,226108932
925,318,989,290914350
530,159,159,13398930
437,80,296,10348160
95,969,519,47776545
434,258,431,48259932
602,210,586,74082120
342,413,637,89973702
272,386,799,83888608
289,929,817,219348977
535,942,455,229306350
216,445,384,36910080
148,345,772,39418320
6,406,818,1992648
508,435,477,105407460
607,615,493,184039365
708,103,499,36389076
586,25,28,410200
410,112,977,44863840
729,680,601,297927720
441,488,660,142037280
554,725,329,132142850
453,955,396,171315540
298,953,232,65886608
191,778,725,107733550
250,153,887,33927750
839,192,767,123554496
831,578,441,211820238
714,939,388,260133048
935,405,301,113981175
966,973,662,622225716
221,465,254,26102310
469,617,448,129639104
903,503,235,106739115
846,714,815,492295860
373,915,482,164504190
419,864,980,354775680
142,500,663,47073000
415,896,217,80689280
949,646,635,389289290
118,114,857,11528364
463,233,976,105289904
486,758,952,350705376
947,395,426,159351690
28,817,545,12467420
197,10,50,98500
12,562,248,1672512
393,760,822,245514960
642,889,492,280803096
723,233,747,125838873
494,843,11,4580862
435,590,61,15655650
798,869,582,403594884
668,434,101,29281112
633,814,272,140151264
63,852,781,41920956
207,245,870,44122050
166,398,472,31184096
456,638,667,194048976
155,830,683,87867950
461,847,169,65988923
319,665,29,6151915
29,129,868,3247188
125,813,72,7317000
957,618,548,324101448
523,556,913,265489444
916,767,68,47774896
333,891,535,158736105
639,563,446,160451622
452,415,419,78596020
705,504,510,181213200
440,768,679,229447680
704,809,813,463032768
343,257,673,59325623
285,504,243,34904520
906,885,42,33676020
513,786,818,329832324
873,432,796,300200256
132,645,263,22391820
964,242,327,76285176
207,536,57,6324264
999,720,64,46033920
94,399,357,13389642
695,348,746,180427560
167,750,397,49724250
866,577,969,484191858
832,149,60,7438080
708,599,937,397374204
385,778,708,212067240
195,751,880,128871600
629,234,80,11774880
858,140,943,113273160
801,848,660,448303680
739,153,476,53819892
873,724,649,410201748
834,585,560,273218400
52,557,144,4170816
620,171,263,27883260
609,447,654,178033842
377,672,26,6586944
357,501,125,22357125
655,775,973,493919125
116,2,324,75168
162,784,523,66425184
401,269,460,49619740
20,1000,472,9440000
776,697,931,503551832
894,371,423,140298102
822,715,585,343822050
359,241,386,33396334
41,621,429,10922769
964,570,273,150008040
283,319,391,35298307
740,623,376,173343520
498,78,391,15188004
348,728,954,241690176
743,511,488,185280424
129,849,202,22123242
254,169,60,2575560
286,33,697,6578286
507,393,969,193074219
85,522,97,4303890
115,31,942,3358230
256,958,66,16186368
913,882,662,533086092
660,606,836,334366560
527,662,924,322359576
891,712,599,380000808
310,409,707,89640530
425,712,921,278694600
648,841,378,205997904
891,444,568,224703072
515,846,405,176454450
190,331,353,22200170
23,529,414,5037138
725,719,582,303382050
294,451,800,106075200
559,569,508,161580068
345,190,930,60961500
715,118,933,78717210
971,126,311,38049606
308,333,965,98974260
926,369,235,80298090
242,848,714,146524224
484,449,997,216664052
653,597,428,166851948
656,471,788,243473088
919,693,497,316522899
521,762,945,375166890
332,562,468,87321312
593,89,843,44491011
408,629,719,184518408
81,328,10,265680
809,591,318,152041842
566,884,388,194133472
289,385,542,60305630
642,215,126,17391780
943,612,593,342229788
594,915,90,48915900
574,628,450,162212400
159,482,682,52267116
696,252,541,94887072
790,642,759,384949620
604,78,62,2920944
120,241,312,9023040
305,780,692,164626800
552,571,597,188169624
215,146,703,22067170
684,527,208,74977344
679,270,697,127781010
321,795,298,76048110
185,62,800,9176000
634,512,323,104848384
50,526,865,22749500
473,970,388,178018280
313,627,834,163673334
762,463,827,291770562
464,232,617,66418816
777,891,550,380768850
50,780,391,15249000
790,475,95,35648750
447,376,535,89918520
367,819,570,171326610
382,102,552,21508128
347,490,538,91476140
258,591,683,104142474
312,571,214,38124528
211,364,518,39784472
574,412,702,166014576
322,924,357,106217496
708,821,810,470827080
436,460,349,69995440
487,672,930,304355520
89,179,765,12187215
106,584,540,33428160
305,172,309,16210140
389,99,428,16482708
694,701,254,123569476
693,931,247,159360201
181,461,723,60327843
714,902,801,515866428
135,499,242,16302330
31,564,741,12955644
232,823,406,77520016
579,216,42,5252688
569,328,373,69613736
306,759,11,2554794
941,512,970,467338240
46,392,555,10007760
551,283,365,56915545
73,55,808,3244120
86,903,253,19647474
542,533,527,152242922
625,894,373,208413750
244,178,323,14028536
852,40,706,24060480
658,722,199,94540124
591,901,680,362093880
424,780,6,1984320
314,116,667,24294808
265,876,364,84498960
618,141,823,71714574
879,273,860,206371620
242,287,400,27781600
144,584,38,3195648
307,494,290,43980820
70,670,186,8723400
646,908,388,227588384
353,434,286,43815772
308,842,57,14782152
470,122,530,30390200
284,62,336,5916288
747,227,186,31539834
641,679,291,126654549
18,871,247,3872466
904,681,553,340440072
978,764,412,307843104
873,733,341,218208969
646,82,825,43701900
306,24,154,1130976
558,634,775,274173300
560,797,643,286983760
174,156,288,7817472
804,869,776,542172576
614,931,274,156627716
914,853,484,377346728
263,289,91,6916637
737,495,435,158694525
915,292,548,146414640
503,686,65,22428770
427,198,231,19530126
797,396,116,36610992
287,639,16,2934288
891,672,440,263450880
179,669,564,67539564
389,518,411,82817322
339,543,24,4417848
163,828,169,22808916
803,91,357,26087061
976,502,306,149925312
337,571,933,179534391
294,468,563,77464296
398,386,199,30571972
725,144,351,36644400
229,650,691,102855350
239,46,885,9729690
463,656,384,116631552
913,63,437,25135803
94,217,45,917910
89,330,338,9927060
480,554,390,103708800
661,516,89,30355764
84,448,507,19079424
564,166,219,20503656
750,558,855,357817500
849,217,880,162125040
342,404,748,103349664
621,187,173,20089971
493,802,16,6326176
618,759,788,369620856
721,744,389,208668936
915,649,854,507135090
511,754,692,266623448
686,284,260,50654240
426,972,740,306413280
101,749,832,62939968
670,586,837,328622940
941,688,520,336652160
432,370,237,37882080
369,193,184,13103928
678,838,746,423850344
37,275,723,7356525
509,929,104,49177544
160,127,101,2052320
880,740,879,572404800
636,120,802,61208640
968,288,294,81962496
169,367,793,49184239
738,866,710,453766680
961,737,903,639556071
115,58,713,4755710
116,34,375,1479000
128,619,660,52293120
972,382,174,64606896
65,555,241,8694075
16,637,85,866320
619,940,759,441631740
61,291,940,16685940
903,983,979,869008371
118,847,152,15191792
70,974,569,38794420
856,947,55,44584760
529,237,805,100925265
667,731,4,1950308
208,712,430,63681280
86,75,43,277350
591,136,478,38419728
272,487,655,86763920
661,141,429,39983229
778,647,679,341785514
678,677,632,290091792
270,214,662,38250360
210,601,72,9087120
199,818,762,124039884
579,367,777,165107061
969,59,442,25269582
560,237,221,29331120
509,224,686,78214976
949,317,711,213892263
247,87,627,13473603
193,451,810,70504830
936,787,551,405884232
544,567,253,78037344
574,414,128,30417408
789,136,284,30474336
301,622,843,157828146
101,717,251,18176667
917,94,644,55511512
408,417,305,51891480
56,430,498,11991840
99,66,421,2750814
703,326,682,156299396
569,588,228,76282416
685,304,239,49769360
662,746,588,290384976
464,492,781,178292928
809,849,299,205365459
52,372,833,16113552
601,374,761,171053014
76,18,857,1172376
157,334,686,35972468
147,314,33,1523214
661,614,238,96593252
854,146,849,105856716
549,819,265,119152215
251,275,251,17325275
775,649,337,169502575
730,900,282,185274000
916,352,369,118977408
118,131,183,2828814
119,683,707,57462839
733,68,837,41719428
45,222,613,6123870
544,539,575,168599200
650,309,699,140394150
287,861,502,124047714
119,84,582,5817672
913,713,605,393836245
681,47,329,10530303
247,953,323,76031293
438,141,251,15501258
189,696,643,84582792
226,4,501,452904
659,552,271,98581128
935,411,875,336249375
578,423,613,149874822
324,667,159,34361172
214,81,341,5910894
696,954,931,618169104
826,786,321,208404756
727,401,715,208441805
950,340,233,75259000
78,897,579,40510314
276,232,751,48088032
478,940,40,17972800
901,871,862,676472602
962,402,378,146181672
271,699,525,99450225
833,247,142,29216642
