Y,X1,X2,X3
20278846,287,103,686
146197632,448,822,397
6300672,879,112,64
1212084,58,387,54
29631714,119,883,282
836220,44,181,105
37961460,642,219,270
93527200,368,650,391
319772640,781,853,480
386584792,836,817,566
180420960,876,271,760
51626484,204,273,927
9051735,119,461,165
17704128,64,519,533
76815024,247,456,682
104904000,248,500,846
220924704,847,494,528
234833400,300,922,849
179489349,923,527,369
85861620,585,302,486
239668,2,286,419
78661632,217,472,768
114701184,702,851,192
335121976,511,956,686
13460658,206,69,947
108945200,365,533,560
175247030,434,415,973
249414880,991,260,968
51141636,234,233,938
108778248,173,639,984
151432200,232,967,675
208234224,444,484,969
30428310,211,190,759
15672111,91,973,177
634178160,693,984,930
58627200,320,310,591
161639508,461,732,479
88654643,917,121,799
16282050,30,551,985
95971392,594,216,748
25327324,319,863,92
192176040,483,580,686
71820918,351,402,509
81206950,418,475,409
103392198,221,711,658
352114254,591,911,654
42916136,152,331,853
479343048,633,824,919
105010020,697,540,279
403200,384,10,105
452364800,599,800,944
139408160,856,958,170
176983191,297,781,763
130047120,488,270,987
330575240,916,478,755
4702824,602,21,372
14517864,409,72,493
60988752,556,198,554
448484652,693,812,797
186994514,866,283,763
1017702,7,197,738
118608660,255,467,996
116650989,819,723,197
11743832,118,716,139
234787680,540,782,556
27467253,303,201,451
230985850,722,955,335
272326351,341,869,919
543207600,636,876,975
74809350,635,210,561
341892288,876,564,692
532252242,933,773,738
1981168,98,722,28
291861200,590,596,830
2539350,45,66,855
59165568,552,957,112
120897160,601,235,856
569147040,928,885,693
113905904,217,619,848
2624064,692,6,632
63345600,424,166,900
22294450,106,895,235
37335468,461,397,204
11405664,614,129,144
97661124,801,748,163
134976660,546,419,590
25443288,108,338,697
114920960,212,880,616
247210080,692,520,687
340921680,638,915,584
34500048,456,418,181
243040906,458,701,757
1068984,27,49,808
158554500,519,650,470
305441500,500,637,959
16989984,173,396,248
605880,6,180,561
44972928,182,396,624
131952555,595,601,369
5094432,784,171,38
155858580,690,282,801
7685496,28,442,621
39829680,94,440,963
287057680,524,602,910
35531496,312,357,319
28400625,425,891,75
13902768,396,131,268
52577000,812,518,125
251845686,963,522,501
26605548,401,873,76
76478400,904,94,900
70777080,165,879,488
379694304,648,759,772
23060160,314,153,480
6613824,48,931,148
380730,2,259,735
332240832,681,693,704
9362628,426,594,37
33414462,282,381,311
37680624,279,367,368
229223970,258,915,971
333624604,758,458,961
155692350,825,443,426
52247838,939,647,86
3908672,314,389,32
14828385,403,165,223
136342165,163,967,865
182524552,296,643,959
376256034,759,638,777
198200552,374,734,722
9760050,69,615,230
131839176,401,618,532
70521984,576,277,442
87373594,427,262,781
31610140,170,389,478
92325750,209,950,465
141958260,745,237,804
131885523,847,711,219
7721604,629,279,44
225182828,463,796,611
70726656,598,154,768
516153600,870,640,927
64409202,878,429,171
59805966,453,187,706
220842396,766,342,843
92253920,460,424,473
366264480,503,984,740
65383120,191,778,440
25832250,45,890,645
146927154,878,461,363
17938242,826,381,57
244292256,312,919,852
17683980,318,830,67
189167292,898,846,249
375347964,969,541,716
8604875,943,73,125
566745300,874,990,655
7025760,492,119,120
15631500,170,613,150
81683419,293,391,713
371723904,999,408,912
71273268,422,198,853
1424000,160,20,445
16695360,527,288,110
5322625,539,79,125
35791440,668,95,564
10821888,128,126,671
11174698,719,38,409
40778518,53,853,902
338110552,796,527,806
1593627,37,293,147
90877920,344,444,595
209488224,636,394,836
216860976,772,306,918
321371648,689,512,911
140302344,681,728,283
6636130,38,265,659
135523200,640,285,743
17709318,423,346,121
18283320,594,570,54
637571880,932,990,691
34604988,827,634,66
256058652,317,996,811
80347464,648,207,599
24558080,530,724,64
11395488,96,299,397
26217568,107,494,496
1041667,337,11,281
163801560,591,410,676
301923072,608,513,968
20506284,219,102,918
18221280,986,420,44
171104762,761,578,389
38585580,362,110,969
398175540,658,690,877
68927488,896,128,601
203605380,454,453,990
11860475,731,275,59
241037420,590,827,494
91813491,367,627,399
22502456,173,916,142
773897190,965,957,838
102418575,525,899,217
16130620,836,227,85
9886142,562,359,49
103895040,712,760,192
761161011,961,883,897
3095404,241,338,38
189903923,799,341,697
47163776,82,817,704
113791824,174,879,744
163912294,481,707,482
29343600,836,36,975
16623480,95,317,552
335365800,714,700,671
13523510,49,286,965
9269760,160,852,68
52709316,849,68,913
255059840,476,788,680
13370670,15,918,971
17100468,62,398,693
2729055,147,395,47
925680,38,145,168
64075550,935,890,77
76856626,238,947,341
406084500,738,710,775
43116939,899,73,657
14405040,90,684,234
210981120,564,668,560
513283428,906,658,861
233860800,600,664,587
53532120,886,285,212
142756096,287,536,928
176572872,747,402,588
98543900,980,595,169
80154560,541,320,463
15085868,287,773,68
106459440,204,970,538
299617296,948,653,484
10937088,288,188,202
447107364,891,789,636
21226800,25,912,931
293669145,645,657,693
147135912,206,773,924
37185930,745,177,282
130663074,291,922,487
16665984,69,629,384
10585575,175,141,429
25952938,671,83,466
68486020,295,254,914
326750150,890,505,727
41629440,240,296,586
218137920,840,454,572
21783710,871,610,41
434343030,834,557,935
117338760,332,510,693
68068608,384,337,526
129887520,406,688,465
14092260,210,89,754
134272297,389,703,491
50759436,989,188,273
265378685,517,745,689
207542016,792,431,608
27485514,89,817,378
200796480,452,720,617
334704552,662,546,926
1919365,31,145,427
33760650,259,869,150
13444110,986,303,45
70036164,162,914,473
26392320,474,58,960
24014956,511,758,62
141562470,265,966,553
35613780,346,470,219
7487568,99,464,163
10429944,392,49,543
403195520,832,989,490
363356880,860,771,548
6949500,300,41,565
11268,6,626,3
182612514,686,267,997
51221912,259,419,472
664870575,789,925,911
154684244,988,473,331
107385600,210,799,640
100758476,199,749,676
65653170,566,627,185
10038925,79,391,325
25170636,953,31,852
157759875,225,805,871
71850666,201,437,818
330994538,581,886,643
40154400,936,220,195
11150312,146,122,626
24750066,242,219,467
6043908,559,159,68
6466752,618,218,48
1559040,464,240,14
114453248,578,544,364
78828612,219,841,428
12422382,987,434,29
17278560,36,845,568
94240000,950,620,160
93026628,397,566,414
5688750,410,125,111
348210000,500,954,730
297940440,633,820,574
148674240,456,570,572
135114210,201,679,990
17930064,298,872,69
360170720,560,754,853
45536205,213,845,253
210974592,958,888,248
41307830,179,235,982
65398320,822,312,255
44150400,365,240,504
85542480,307,360,774
48587292,806,591,102
189319680,704,360,747
4017600,100,124,324
24328960,916,830,32
136222940,607,245,916
45800040,884,55,942
231060192,844,732,374
6369987,701,13,699
101375375,115,925,953
76275655,239,899,355
6152132,233,164,161
148229184,716,228,908
4286464,224,23,832
5629500,9,834,750
75526398,367,309,666
388220756,947,847,484
299676,1,678,442
166003344,668,468,531
97794620,770,251,506
8051160,26,397,780
755918478,873,889,974
21699684,51,954,446
319193028,917,594,586
75755550,530,195,733
180475776,618,507,576
4835952,568,198,43
456341886,693,817,806
916992,796,6,192
6740640,744,12,755
7845024,323,352,69
203475360,866,712,330
31638600,93,540,630
80875001,197,527,779
56772700,410,227,610
40945680,530,222,348
318950820,998,954,335
49237848,561,159,552
12986844,118,221,498
348188320,628,835,664
69144696,794,354,246
117266512,236,506,982
178908912,819,296,738
79752552,87,947,968
3326940,18,366,505
65307168,786,144,577
257634592,472,698,782
43942500,84,775,675
51580848,83,968,642
5131368,682,209,36
72254080,160,493,916
357766700,425,919,916
153835108,337,476,959
630560700,990,674,945
52885872,292,702,258
41890296,398,716,147
325310976,933,908,384
98905950,390,795,319
20574576,88,838,279
114496278,481,409,582
297322830,855,826,421
189113912,299,692,914
11123472,122,116,786
663500376,973,924,738
27807276,483,74,778
16127580,38,602,705
117338658,863,731,186
148245680,580,407,628
139557600,624,426,525
6450620,109,220,269
4417763,461,259,37
137803680,630,744,294
15349824,567,47,576
48401170,538,947,95
64799340,223,348,835
9525848,68,787,178
1098825,105,161,65
90897748,437,349,596
374267904,512,776,942
62729512,353,458,388
266542164,882,927,326
408062900,647,700,901
12548368,724,619,28
306284472,936,971,337
144370425,635,659,345
324383155,509,647,985
256242840,812,402,785
84791700,602,626,225
38930320,415,656,143
168933303,979,189,913
396911502,702,687,823
59178540,851,915,76
425484540,780,591,923
58319016,84,707,982
96883128,817,162,732
173442024,612,434,653
430739725,865,815,611
12654900,516,45,545
429168656,893,784,613
4134195,39,191,555
450079872,762,704,839
323541840,730,472,939
199545500,250,803,994
25069608,419,108,554
6901200,972,710,10
51920596,686,533,142
429165000,675,680,935
205118052,678,331,914
12893760,88,148,990
585945468,999,662,886
321058816,832,992,389
34899228,819,268,159
149482620,868,445,387
39730275,289,235,585
32485725,135,323,745
272235440,842,548,590
447120,92,180,27
342541240,491,856,815
76112850,163,566,825
18473832,243,172,442
87536230,190,697,661
77417184,816,178,533
357496425,615,813,715
202645644,284,823,867
28572522,671,151,282
17466932,203,878,98
42697200,897,50,952
47299744,668,167,424
5899500,138,114,375
176602500,375,668,705
60161504,221,376,724
1755600,475,462,8
40316913,269,189,793
42638640,521,155,528
29547360,867,160,213
5161536,464,309,36
187342992,743,412,612
252803544,947,454,588
90499230,995,326,279
84516768,904,318,294
21050016,416,101,501
149526144,744,237,848
10469760,779,70,192
12701520,920,531,26
322645365,703,987,465
124075952,728,254,671
5865888,43,928,147
101294928,301,912,369
127557144,234,572,953
636864,186,4,856
153437760,903,360,472
2097024,96,43,508
43225,65,95,7
247962680,476,565,922
195993336,763,924,278
12814240,40,566,566
78670175,305,395,653
79279200,900,484,182
6183832,278,83,268
598340400,760,966,815
42097440,536,105,748
4511430,62,165,441
277654200,850,652,501
276738300,725,461,828
26999190,342,831,95
11722320,729,48,335
54663115,377,617,235
226689144,622,484,753
11861928,299,116,342
33471144,564,378,157
65313738,246,807,329
16398108,556,339,87
56260232,406,404,343
18630678,83,627,358
9647874,769,738,17
124581600,792,275,572
37589475,385,345,283
5639040,660,534,16
128437680,623,240,859
252433116,321,852,923
439997705,791,805,691
29894784,381,128,613
30024480,480,71,881
49268520,399,252,490
108737181,201,651,831
81300882,134,611,993
39475152,744,222,239
306889704,898,396,863
147039120,656,255,879
195953304,556,453,778
68659920,228,478,630
68327970,163,890,471
29191400,58,719,700
120286208,692,194,896
23751168,564,224,188
159637786,562,341,833
3038000,350,217,40
79195095,483,255,643
1792656,16,177,633
73134710,506,211,685
111874,7,61,262
90652725,653,617,225
46114455,193,255,937
90685650,671,901,150
57394480,692,572,145
66899250,935,270,265
321651288,833,692,558
20285856,443,96,477
92010368,916,292,344
21178940,835,34,746
333916380,524,867,735
112672560,980,143,804
360125206,709,994,511
85882032,486,444,398
188763464,344,571,961
730445420,995,892,823
67287888,786,246,348
30766608,432,229,311
501911611,719,787,887
22632000,800,205,138
132889200,820,555,292
210337260,331,714,890
147667496,862,452,379
35223552,192,546,336
116987325,525,793,281
6640272,342,24,809
94776000,359,400,660
260516676,453,658,874
9849404,439,71,316
167997060,620,391,693
27693540,45,868,709
20622924,433,243,196
366595344,578,828,766
43519320,85,936,547
148709500,710,295,710
38179856,296,286,451
157575915,747,615,343
29272320,96,840,363
50336644,566,839,106
3928722,581,14,483
4537470,51,155,574
8235276,17,876,553
163286190,822,285,697
3612957,733,53,93
439661344,899,493,992
143115,87,329,5
215702970,355,782,777
336960162,714,681,693
16184000,350,170,272
146808192,816,344,523
28006930,937,245,122
174322980,943,711,260
56715076,179,758,418
2957559,53,627,89
553888062,686,927,871
139658760,920,303,501
24195540,460,197,267
138842235,695,441,453
439324032,706,926,672
9896966,157,86,733
91882560,452,336,605
27727650,414,893,75
131013750,805,210,775
341305160,844,530,763
62236566,547,774,147
704663064,972,861,842
136382250,235,730,795
188786187,283,797,837
198135306,342,643,901
742184300,946,923,850
128924766,171,787,958
31602426,762,67,619
17954020,998,35,514
42488628,949,164,273
77625009,847,153,599
64942020,220,841,351
50780054,877,221,262
82031488,464,328,539
18470400,52,800,444
29091768,362,362,222
80935698,569,151,942
699764572,962,821,886
